,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Intangible Assets,11000000.0,12000000.0,3000000.0,2600000.0
Total Liab,4136000000.0,3989000000.0,3941000000.0,3745600000.0
Total Stockholder Equity,7972000000.0,7180000000.0,6462000000.0,6176100000.0
Other Current Liab,353000000.0,385000000.0,565000000.0,401200000.0
Total Assets,12108000000.0,11169000000.0,10403000000.0,9921700000.0
Common Stock,6819000000.0,6812000000.0,6804000000.0,6796800000.0
Other Current Assets,30000000.0,25000000.0,22000000.0,830300000.0
Retained Earnings,1117000000.0,230000000.0,-437000000.0,-697600000.0
Other Liab,344000000.0,323000000.0,344000000.0,314400000.0
Good Will,67000000.0,67000000.0,36000000.0,36400000.0
Treasury Stock,36000000.0,138000000.0,95000000.0,76900000.0
Other Assets,9751000000.0,8460000000.0,8329000000.0,7292300000.0
Cash,106000000.0,354000000.0,60000000.0,97800000.0
Total Current Liabilities,944000000.0,1353000000.0,887000000.0,899400000.0
Deferred Long Term Asset Charges,395000000.0,325000000.0,413000000.0,351900000.0
Short Long Term Debt,3054000000.0,2926000000.0,2722000000.0,2747700000.0
Other Stockholder Equity,36000000.0,138000000.0,95000000.0,76900000.0
Property Plant Equipment,34000000.0,311000000.0,262000000.0,248700000.0
Total Current Assets,1027000000.0,1246000000.0,940000000.0,1717800000.0
Long Term Investments,1218000000.0,1073000000.0,833000000.0,623900000.0
Net Tangible Assets,7894000000.0,7101000000.0,6423000000.0,6137100000.0
Net Receivables,227000000.0,110000000.0,73000000.0,98700000.0
Long Term Debt,2848000000.0,2313000000.0,2710000000.0,2531600000.0
Inventory,662000000.0,750000000.0,774000000.0,598100000.0
Accounts Payable,134000000.0,87000000.0,96000000.0,79000000.0
Short Term Investments,,2000000.0,11000000.0,52000000.0
