,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,260600000.0,281000000.0,293800000.0,301300000.0
Total Liab,1949900000.0,1695400000.0,1715700000.0,1742700000.0
Total Stockholder Equity,1813900000.0,1935400000.0,1829200000.0,1719800000.0
Other Current Liab,813200000.0,828100000.0,865300000.0,895300000.0
Total Assets,3763800000.0,3630800000.0,3544900000.0,3462500000.0
Common Stock,85000000.0,85000000.0,85000000.0,85000000.0
Other Current Assets,44100000.0,75700000.0,75900000.0,78900000.0
Retained Earnings,1706500000.0,1826000000.0,1722700000.0,1610400000.0
Other Liab,117700000.0,151700000.0,181700000.0,178000000.0
Good Will,203500000.0,204500000.0,141200000.0,107300000.0
Treasury Stock,22400000.0,24400000.0,21500000.0,24400000.0
Other Assets,91400000.0,700000.0,1500000.0,2800000.0
Cash,871400000.0,656500000.0,470100000.0,594600000.0
Total Current Liabilities,1750900000.0,1517500000.0,1534000000.0,1564700000.0
Deferred Long Term Asset Charges,84000000.0,,,
Other Stockholder Equity,22400000.0,24400000.0,21500000.0,24400000.0
Property Plant Equipment,112200000.0,49300000.0,53600000.0,87300000.0
Total Current Assets,3096100000.0,3095300000.0,3054800000.0,2963800000.0
Net Tangible Assets,1427900000.0,1529500000.0,1479100000.0,1398700000.0
Net Receivables,185900000.0,232400000.0,232300000.0,252200000.0
Accounts Payable,858500000.0,639800000.0,625400000.0,635300000.0
