,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Intangible Assets,18864000000.0,18793000000.0,16854000000.0,10125000000.0
Total Liab,17516000000.0,16582000000.0,15243000000.0,8906000000.0
Total Stockholder Equity,4495000000.0,5035000000.0,4769000000.0,5704000000.0
Minority Interest,1312000000.0,1423000000.0,1227000000.0,258000000.0
Other Current Liab,809000000.0,681000000.0,699000000.0,479000000.0
Total Assets,23323000000.0,23040000000.0,21239000000.0,14868000000.0
Common Stock,7739000000.0,8230000000.0,7873000000.0,8591000000.0
Retained Earnings,-3190000000.0,-3129000000.0,-3034000000.0,-2843000000.0
Other Liab,2147000000.0,2116000000.0,1812000000.0,882000000.0
Good Will,466000000.0,466000000.0,466000000.0,261000000.0
Treasury Stock,-54000000.0,-66000000.0,-70000000.0,-44000000.0
Other Assets,1061000000.0,1097000000.0,961000000.0,64000000.0
Cash,988000000.0,834000000.0,1249000000.0,2879000000.0
Total Current Liabilities,2139000000.0,1605000000.0,1635000000.0,1493000000.0
Deferred Long Term Asset Charges,1061000000.0,1097000000.0,961000000.0,64000000.0
Short Long Term Debt,14114000000.0,13281000000.0,12428000000.0,7287000000.0
Other Stockholder Equity,-54000000.0,-66000000.0,-70000000.0,-44000000.0
Property Plant Equipment,327000000.0,268000000.0,249000000.0,226000000.0
Total Current Assets,1283000000.0,955000000.0,1370000000.0,2963000000.0
Long Term Investments,1322000000.0,1461000000.0,1339000000.0,1229000000.0
Net Tangible Assets,-14835000000.0,-14224000000.0,-12551000000.0,-4682000000.0
Short Term Investments,157000000.0,,,
Net Receivables,130000000.0,110000000.0,106000000.0,75000000.0
Long Term Debt,13230000000.0,12861000000.0,11796000000.0,6531000000.0
Accounts Payable,347000000.0,302000000.0,222000000.0,181000000.0
Other Current Assets,,,4000000.0,
