,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Total Liab,10429000000.0,8833000000.0,9532000000.0,6555000000.0
Total Stockholder Equity,7227000000.0,7676000000.0,7279000000.0,7151000000.0
Other Current Liab,724000000.0,446000000.0,329000000.0,279000000.0
Total Assets,17656000000.0,16509000000.0,16811000000.0,13706000000.0
Common Stock,9013000000.0,9010000000.0,9031000000.0,9034000000.0
Other Current Assets,466000000.0,191000000.0,19000000.0,
Retained Earnings,-865000000.0,-359000000.0,-774000000.0,-1339000000.0
Other Liab,4249000000.0,3403000000.0,3726000000.0,1868000000.0
Good Will,383000000.0,481000000.0,481000000.0,
Treasury Stock,-921000000.0,-975000000.0,-978000000.0,-544000000.0
Other Assets,1149000000.0,1000000000.0,1662000000.0,1507000000.0
Cash,1319000000.0,1067000000.0,1316000000.0,1231000000.0
Total Current Liabilities,1535000000.0,1319000000.0,1854000000.0,951000000.0
Deferred Long Term Asset Charges,1041000000.0,870000000.0,1486000000.0,1419000000.0
Short Long Term Debt,233000000.0,196000000.0,966000000.0,206000000.0
Other Stockholder Equity,-921000000.0,-975000000.0,-978000000.0,-544000000.0
Property Plant Equipment,12991000000.0,12806000000.0,12383000000.0,10121000000.0
Total Current Assets,2696000000.0,2180000000.0,2226000000.0,1972000000.0
Long Term Investments,437000000.0,42000000.0,59000000.0,106000000.0
Net Tangible Assets,6844000000.0,7195000000.0,6798000000.0,7151000000.0
Short Term Investments,1000000.0,4000000.0,1000000.0,
Net Receivables,583000000.0,577000000.0,562000000.0,447000000.0
Long Term Debt,4309000000.0,3800000000.0,3891000000.0,3674000000.0
Inventory,288000000.0,301000000.0,288000000.0,266000000.0
Accounts Payable,365000000.0,507000000.0,503000000.0,416000000.0
