,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,985900000.0,776500000.0,700500000.0,367100000.0
Total Liab,8937200000.0,7063100000.0,6694600000.0,5958900000.0
Total Stockholder Equity,6527400000.0,5251300000.0,4079900000.0,3163800000.0
Other Current Liab,257700000.0,229500000.0,315900000.0,258400000.0
Total Assets,15464600000.0,12314400000.0,10774500000.0,9122700000.0
Retained Earnings,10752100000.0,9612300000.0,8490200000.0,7403900000.0
Other Liab,1005200000.0,632700000.0,619300000.0,488100000.0
Good Will,1154300000.0,1101800000.0,1102000000.0,688300000.0
Treasury Stock,-4224700000.0,-4361000000.0,-4410300000.0,-4240100000.0
Other Assets,558600000.0,401800000.0,420700000.0,518600000.0
Cash,1194400000.0,657800000.0,814700000.0,844500000.0
Total Current Liabilities,2141500000.0,2188200000.0,1914700000.0,1618100000.0
Deferred Long Term Asset Charges,543000000.0,378700000.0,401300000.0,496500000.0
Other Stockholder Equity,336300000.0,242000000.0,224200000.0,294200000.0
Property Plant Equipment,6305400000.0,4484300000.0,3551400000.0,2942700000.0
Total Current Assets,6446200000.0,5540100000.0,4993700000.0,4602100000.0
Long Term Investments,14200000.0,9900000.0,6200000.0,3900000.0
Net Tangible Assets,4387200000.0,3373000000.0,2277400000.0,2108400000.0
Short Term Investments,3300000.0,400000.0,1600000.0,5200000.0
Net Receivables,1593300000.0,1726300000.0,1372100000.0,1113500000.0
Long Term Debt,4824600000.0,4222700000.0,4140100000.0,3830400000.0
Inventory,3509500000.0,3038800000.0,2692800000.0,2575800000.0
Accounts Payable,458300000.0,422600000.0,417400000.0,399000000.0
Short Long Term Debt,,150000000.0,200000000.0,100000000.0
