,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Intangible Assets,2021000.0,1999000.0,1579000.0,473000.0
Total Liab,232424000.0,345218000.0,301787000.0,334747000.0
Total Stockholder Equity,515732000.0,421601000.0,343520000.0,240177000.0
Other Current Liab,33113000.0,220494000.0,208945000.0,222166000.0
Total Assets,748156000.0,766819000.0,645307000.0,574924000.0
Common Stock,809836000.0,723383000.0,657214000.0,569116000.0
Other Current Assets,3125000.0,4652000.0,64965000.0,55736000.0
Retained Earnings,-295178000.0,-303592000.0,-315028000.0,-330962000.0
Other Liab,6648000.0,6998000.0,15018000.0,4525000.0
Treasury Stock,1074000.0,1810000.0,1334000.0,2023000.0
Other Assets,10466000.0,12539000.0,8997000.0,2168000.0
Cash,9645000.0,15057000.0,15117000.0,12894000.0
Total Current Liabilities,55378000.0,234340000.0,220278000.0,232065000.0
Deferred Long Term Asset Charges,7464000.0,9399000.0,6348000.0,
Short Long Term Debt,171112000.0,104498000.0,66785000.0,98524000.0
Other Stockholder Equity,1074000.0,1810000.0,1334000.0,2023000.0
Property Plant Equipment,696225000.0,712689000.0,540448000.0,499380000.0
Total Current Assets,37181000.0,39592000.0,94283000.0,72903000.0
Long Term Investments,2263000.0,,,
Net Tangible Assets,513711000.0,419602000.0,341941000.0,239704000.0
Net Receivables,2814000.0,2218000.0,993000.0,2065000.0
Long Term Debt,164790000.0,98014000.0,62219000.0,93772000.0
Inventory,21597000.0,17665000.0,13208000.0,2208000.0
Accounts Payable,20071000.0,11846000.0,10047000.0,8814000.0
