,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Total Liab,5817966000.0,6258045000.0,5508273000.0,5574744000.0
Total Stockholder Equity,5570299000.0,5258411000.0,5165618000.0,4937754000.0
Other Current Liab,236485000.0,455422000.0,406664000.0,285738000.0
Total Assets,11388265000.0,11516456000.0,10673891000.0,10512498000.0
Common Stock,3857120000.0,3158390000.0,3152443000.0,3152443000.0
Retained Earnings,1712442000.0,2101740000.0,2018623000.0,1791745000.0
Other Liab,2267092000.0,1997255000.0,1669265000.0,1523192000.0
Treasury Stock,737000.0,-1719000.0,-5448000.0,-6434000.0
Other Assets,1226391000.0,1059110000.0,903788000.0,811342000.0
Cash,540842000.0,396232000.0,600557000.0,1015246000.0
Total Current Liabilities,969456000.0,1120721000.0,770973000.0,626776000.0
Deferred Long Term Asset Charges,1071024000.0,909721000.0,760964000.0,678140000.0
Short Long Term Debt,691350000.0,622227000.0,354200000.0,331901000.0
Other Stockholder Equity,737000.0,-1719000.0,-5448000.0,-6434000.0
Property Plant Equipment,9234305000.0,9610679000.0,8834153000.0,8413796000.0
Total Current Assets,868035000.0,792224000.0,931992000.0,1287360000.0
Long Term Investments,59534000.0,54443000.0,3958000.0,
Net Tangible Assets,5570299000.0,5258411000.0,5165618000.0,4937754000.0
Net Receivables,169446000.0,272087000.0,228705000.0,156315000.0
Long Term Debt,2225605000.0,2757130000.0,2939357000.0,3293557000.0
Inventory,127789000.0,104038000.0,90428000.0,95018000.0
