,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Total Liab,913400000.0,849800000.0,744200000.0,607300000.0
Total Stockholder Equity,1633700000.0,1408900000.0,1276800000.0,1065600000.0
Other Current Liab,52800000.0,187600000.0,42900000.0,46200000.0
Total Assets,2547100000.0,2258700000.0,2021000000.0,1672900000.0
Common Stock,1271100000.0,1252300000.0,1228000000.0,1081900000.0
Other Current Assets,1500000.0,259700000.0,61500000.0,12800000.0
Retained Earnings,390700000.0,167900000.0,72300000.0,-100000.0
Other Liab,300000.0,200000.0,100000.0,100000.0
Treasury Stock,-28100000.0,-11300000.0,-23500000.0,-16200000.0
Cash,3600000.0,3800000.0,3700000.0,900000.0
Total Current Liabilities,95700000.0,211400000.0,63900000.0,69500000.0
Short Long Term Debt,817500000.0,639400000.0,680300000.0,540300000.0
Other Stockholder Equity,-28100000.0,-11300000.0,-23500000.0,-16200000.0
Property Plant Equipment,2364600000.0,1888000000.0,1895500000.0,1641000000.0
Total Current Assets,27800000.0,280100000.0,76400000.0,29200000.0
Long Term Investments,154700000.0,90600000.0,46700000.0,2700000.0
Net Tangible Assets,1633700000.0,1408900000.0,1276800000.0,1065600000.0
Net Receivables,22400000.0,13300000.0,8000000.0,14900000.0
Long Term Debt,817400000.0,638200000.0,680200000.0,537700000.0
Accounts Payable,42800000.0,22600000.0,20900000.0,20700000.0
Other Assets,,,2400000.0,
