,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Total Liab,968000000.0,1107600000.0,1073000000.0,1032700000.0
Total Stockholder Equity,2142100000.0,1800700000.0,1696500000.0,1674500000.0
Other Current Liab,72100000.0,80100000.0,76600000.0,81000000.0
Total Assets,3110100000.0,2908300000.0,2769500000.0,2707200000.0
Common Stock,2846200000.0,2428800000.0,2257900000.0,2276300000.0
Other Current Assets,6200000.0,67100000.0,42800000.0,176300000.0
Retained Earnings,-705600000.0,-628400000.0,-560200000.0,-598400000.0
Treasury Stock,1500000.0,300000.0,-1200000.0,-3400000.0
Other Assets,99200000.0,50100000.0,20900000.0,3000000.0
Cash,80500000.0,4800000.0,61400000.0,58700000.0
Total Current Liabilities,98400000.0,95600000.0,93600000.0,96500000.0
Short Long Term Debt,11900000.0,,,
Other Stockholder Equity,1500000.0,300000.0,-1200000.0,-3400000.0
Property Plant Equipment,2240300000.0,2388600000.0,2385600000.0,2208900000.0
Total Current Assets,104700000.0,86800000.0,117200000.0,244900000.0
Long Term Investments,665900000.0,382800000.0,245800000.0,250400000.0
Net Tangible Assets,2142100000.0,1800700000.0,1696500000.0,1674500000.0
Net Receivables,18000000.0,14900000.0,13000000.0,9900000.0
Long Term Debt,869600000.0,1012000000.0,979400000.0,910100000.0
Other Liab,,,,26100000.0
