,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Intangible Assets,6718900000.0,6804200000.0,6889700000.0,6977800000.0
Total Liab,11689200000.0,11239100000.0,10736000000.0,9811800000.0
Total Stockholder Equity,640800000.0,1092500000.0,1319400000.0,1517400000.0
Minority Interest,-6900000.0,-5700000.0,-4400000.0,-2500000.0
Other Current Liab,709400000.0,635800000.0,544600000.0,524500000.0
Total Assets,12323100000.0,12325900000.0,12051000000.0,11326700000.0
Common Stock,5482300000.0,5470900000.0,5328600000.0,5256200000.0
Other Current Assets,10500000.0,1200000.0,500000.0,700000.0
Retained Earnings,-1481400000.0,-1055500000.0,-681700000.0,-400100000.0
Other Liab,1877600000.0,1767900000.0,1765700000.0,1754800000.0
Good Will,682100000.0,669700000.0,669700000.0,669700000.0
Treasury Stock,-3360100000.0,-3322900000.0,-3327500000.0,-3338700000.0
Other Assets,733700000.0,838500000.0,719100000.0,485700000.0
Cash,483400000.0,465800000.0,366800000.0,446800000.0
Total Current Liabilities,1112700000.0,706200000.0,625800000.0,1096100000.0
Short Long Term Debt,9088600000.0,8823100000.0,8414600000.0,7522200000.0
Other Stockholder Equity,-3360100000.0,-3322900000.0,-3327500000.0,-3338700000.0
Property Plant Equipment,3511700000.0,3381700000.0,3262000000.0,2584700000.0
Total Current Assets,672000000.0,625700000.0,505400000.0,608800000.0
Long Term Investments,4700000.0,6100000.0,5100000.0,
Net Tangible Assets,-6760200000.0,-6381400000.0,-6240000000.0,-6130100000.0
Net Receivables,178100000.0,158700000.0,138100000.0,126300000.0
Long Term Debt,8698900000.0,8765000000.0,8344500000.0,6960900000.0
Short Term Investments,,,,35000000.0
