,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,15300000.0,19805000.0,21529000.0,
Total Liab,77946000.0,66269000.0,54510000.0,46370000.0
Total Stockholder Equity,1045927000.0,734022000.0,620433000.0,447611000.0
Other Current Liab,20490000.0,19685000.0,29702000.0,5363000.0
Total Assets,1123873000.0,800291000.0,674943000.0,493981000.0
Common Stock,525271000.0,243150000.0,218877000.0,115250000.0
Other Current Assets,2402000.0,2009000.0,1972000.0,1775000.0
Retained Earnings,517274000.0,488372000.0,345618000.0,291736000.0
Other Liab,4360000.0,13319000.0,2949000.0,18291000.0
Good Will,105252000.0,104703000.0,83489000.0,
Treasury Stock,3382000.0,2500000.0,55938000.0,40625000.0
Other Assets,15532000.0,7603000.0,10668000.0,7817000.0
Cash,437513000.0,198188000.0,169095000.0,146243000.0
Total Current Liabilities,58709000.0,52950000.0,51561000.0,28079000.0
Other Stockholder Equity,3382000.0,2500000.0,55938000.0,40625000.0
Property Plant Equipment,14251000.0,576000.0,624000.0,877000.0
Total Current Assets,577118000.0,328520000.0,284066000.0,222174000.0
Long Term Investments,396420000.0,339084000.0,274567000.0,263113000.0
Net Tangible Assets,925375000.0,609514000.0,515415000.0,447611000.0
Net Receivables,136428000.0,127428000.0,111920000.0,73230000.0
Accounts Payable,10090000.0,13209000.0,4981000.0,4029000.0
Deferred Long Term Asset Charges,,,1324000.0,
