,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,55000000.0,62000000.0,85000000.0,73000000.0
Total Liab,3146000000.0,2947000000.0,2801000000.0,2689000000.0
Total Stockholder Equity,3739000000.0,3537000000.0,3305000000.0,3308000000.0
Other Current Liab,403000000.0,275000000.0,220000000.0,245000000.0
Total Assets,6885000000.0,6484000000.0,6106000000.0,5997000000.0
Common Stock,378000000.0,378000000.0,378000000.0,378000000.0
Other Current Assets,67000000.0,43000000.0,19000000.0,10000000.0
Retained Earnings,292000000.0,300000000.0,164000000.0,184000000.0
Other Liab,1325000000.0,1343000000.0,1261000000.0,1212000000.0
Treasury Stock,3069000000.0,2859000000.0,2763000000.0,2746000000.0
Other Assets,92000000.0,111000000.0,87000000.0,83000000.0
Cash,79000000.0,94000000.0,5000000.0,30000000.0
Total Current Liabilities,875000000.0,821000000.0,589000000.0,358000000.0
Short Long Term Debt,468000000.0,542000000.0,369000000.0,113000000.0
Other Stockholder Equity,3170000000.0,2960000000.0,2864000000.0,2797000000.0
Property Plant Equipment,5898000000.0,5528000000.0,5370000000.0,5388000000.0
Total Current Assets,473000000.0,426000000.0,300000000.0,327000000.0
Long Term Investments,367000000.0,357000000.0,264000000.0,126000000.0
Net Tangible Assets,3684000000.0,3475000000.0,3220000000.0,3235000000.0
Net Receivables,246000000.0,250000000.0,220000000.0,231000000.0
Long Term Debt,882000000.0,718000000.0,936000000.0,1119000000.0
Inventory,22000000.0,23000000.0,35000000.0,39000000.0
