,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Total Liab,1544600000.0,834100000.0,527700000.0,310000000.0
Total Stockholder Equity,3211400000.0,2979900000.0,2915200000.0,2516300000.0
Other Current Liab,63600000.0,75200000.0,20300000.0,122900000.0
Total Assets,4756000000.0,3814000000.0,3442900000.0,2826300000.0
Common Stock,2371400000.0,2280400000.0,2280400000.0,2029000000.0
Retained Earnings,873700000.0,721200000.0,638500000.0,492300000.0
Other Liab,413400000.0,391900000.0,349600000.0,83000000.0
Treasury Stock,-33700000.0,-21700000.0,-3700000.0,-5000000.0
Other Assets,307300000.0,343000000.0,461200000.0,502400000.0
Cash,131700000.0,134000000.0,505100000.0,729400000.0
Total Current Liabilities,446900000.0,296100000.0,178100000.0,227000000.0
Deferred Long Term Asset Charges,7000000.0,7100000.0,2500000.0,
Other Stockholder Equity,-33700000.0,-21700000.0,-2500000.0,-3600000.0
Property Plant Equipment,3879400000.0,2984500000.0,2077600000.0,1175800000.0
Total Current Assets,569300000.0,486500000.0,904100000.0,1148100000.0
Net Tangible Assets,3211400000.0,2979900000.0,2915200000.0,2516300000.0
Net Receivables,173800000.0,106500000.0,98000000.0,152300000.0
Inventory,252100000.0,238300000.0,276800000.0,262500000.0
Accounts Payable,190100000.0,168600000.0,145100000.0,94100000.0
Other Current Assets,,,17900000.0,
