,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Intangible Assets,3800000.0,3800000.0,,
Total Liab,795900000.0,834300000.0,725300000.0,364400000.0
Total Stockholder Equity,1340500000.0,1299500000.0,1175200000.0,1111700000.0
Other Current Liab,22900000.0,27600000.0,27300000.0,21100000.0
Total Assets,2136400000.0,2133800000.0,1900500000.0,1476100000.0
Common Stock,1125100000.0,1075900000.0,975100000.0,967000000.0
Other Current Assets,6500000.0,3200000.0,5400000.0,47600000.0
Retained Earnings,214400000.0,223500000.0,200100000.0,144700000.0
Other Liab,500000.0,300000.0,,6300000.0
Good Will,140400000.0,140400000.0,,
Treasury Stock,1000000.0,100000.0,,
Other Assets,1000000.0,2500000.0,2100000.0,500000.0
Cash,39200000.0,8100000.0,3600000.0,33900000.0
Total Current Liabilities,43400000.0,48000000.0,139100000.0,29900000.0
Short Long Term Debt,1800000.0,300000.0,90000000.0,
Other Stockholder Equity,1000000.0,100000.0,,
Property Plant Equipment,1933300000.0,1973900000.0,1886900000.0,1392400000.0
Total Current Assets,52100000.0,13200000.0,11100000.0,82500000.0
Long Term Investments,5800000.0,,400000.0,700000.0
Net Tangible Assets,1196300000.0,1155300000.0,1175200000.0,1111700000.0
Net Receivables,6400000.0,1900000.0,2100000.0,1000000.0
Long Term Debt,750000000.0,786000000.0,586200000.0,328200000.0
Accounts Payable,17300000.0,19600000.0,12700000.0,8800000.0
