,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-11300000.0,-9000.0,-5035000.0,-69552000.0
Change To Liabilities,29153000.0,171000.0,159360000.0,11092000.0
Total Cashflows From Investing Activities,-101172000.0,-64736000.0,-372103000.0,53546000.0
Net Borrowings,-76968000.0,-122676000.0,-64000000.0,-4000000.0
Total Cash From Financing Activities,-233517000.0,-277697000.0,-197563000.0,-118214000.0
Change To Operating Activities,-22905000.0,-2688000.0,-172477000.0,462000.0
Net Income,112373000.0,104997000.0,252779000.0,206066000.0
Change In Cash,84948000.0,22056000.0,-242659000.0,231666000.0
Repurchase Of Stock,-344000.0,-587000.0,-4198000.0,-1261000.0
Effect Of Exchange Rate,491000.0,435000.0,662000.0,-482000.0
Total Cash From Operating Activities,419146000.0,364054000.0,326345000.0,296816000.0
Depreciation,21036000.0,12526000.0,10528000.0,8047000.0
Dividends Paid,-155423000.0,-154106000.0,-129070000.0,-112616000.0
Change To Account Receivables,19177000.0,2273000.0,-18974000.0,-2041000.0
Other Cashflows From Financing Activities,-782000.0,-328000.0,-295000.0,-337000.0
Change To Netincome,172167000.0,195240000.0,53406000.0,35487000.0
Capital Expenditures,-10830000.0,-4014000.0,-8417000.0,-11664000.0
