,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-2394000.0,-3006000.0,-1230000.0,12471000.0
Change To Liabilities,-8203000.0,-2304000.0,-8392000.0,6712000.0
Total Cashflows From Investing Activities,-29850000.0,-26145000.0,-239104000.0,17027000.0
Net Borrowings,63051000.0,19573000.0,259705000.0,-34066000.0
Total Cash From Financing Activities,-58625000.0,-93933000.0,145327000.0,-129224000.0
Change To Operating Activities,472000.0,405000.0,-10370000.0,-9207000.0
Issuance Of Stock,4493000.0,2412000.0,1623000.0,467000.0
Net Income,114668000.0,84011000.0,184556000.0,109479000.0
Change In Cash,85526000.0,29350000.0,25266000.0,11086000.0
Effect Of Exchange Rate,-2241000.0,383000.0,-291000.0,-1493000.0
Total Cash From Operating Activities,176242000.0,158066000.0,119334000.0,124776000.0
Depreciation,21291000.0,19041000.0,7026000.0,3862000.0
Other Cashflows From Investing Activities,605000.0,3527000.0,1945000.0,12634000.0
Dividends Paid,-105192000.0,-94210000.0,-89697000.0,-85806000.0
Change To Inventory,-281000.0,1397000.0,-1205000.0,279000.0
Change To Account Receivables,11993000.0,-3205000.0,-15758000.0,-4604000.0
Other Cashflows From Financing Activities,-20977000.0,-21708000.0,-26304000.0,-9819000.0
Change To Netincome,10510000.0,53577000.0,-47755000.0,8802000.0
Capital Expenditures,-9056000.0,-3813000.0,-3548000.0,-2395000.0
