,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,38023000.0,-36905000.0,57000.0,29311000.0
Total Cashflows From Investing Activities,-38492000.0,-69319000.0,-1212041000.0,-147276000.0
Net Borrowings,-137002000.0,-186330000.0,352497000.0,97417000.0
Total Cash From Financing Activities,-190197000.0,-271175000.0,1378365000.0,65294000.0
Change To Operating Activities,13799000.0,2911000.0,-6666000.0,-773000.0
Net Income,89441000.0,133017000.0,65991000.0,65612000.0
Change In Cash,12887000.0,-205052000.0,248738000.0,-10055000.0
Effect Of Exchange Rate,731000.0,-584000.0,2328000.0,2000.0
Total Cash From Operating Activities,240845000.0,136026000.0,80086000.0,71925000.0
Depreciation,62028000.0,43365000.0,24259000.0,19387000.0
Dividends Paid,-39135000.0,-54929000.0,-33909000.0,-15750000.0
Change To Inventory,5837000.0,-28922000.0,-6546000.0,-36319000.0
Change To Account Receivables,-28980000.0,-27351000.0,-25383000.0,-5447000.0
Other Cashflows From Financing Activities,-14060000.0,-22472000.0,-31782000.0,-5011000.0
Change To Netincome,51764000.0,31567000.0,33951000.0,5111000.0
Capital Expenditures,-28048000.0,-52198000.0,-37401000.0,-21706000.0
Repurchase Of Stock,,-7444000.0,-8584000.0,-11362000.0
Issuance Of Stock,,,1100143000.0,1100143000.0
