,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Investments,58460000.0,-118201000.0,-84709000.0,-93368000.0
Change To Liabilities,0.0,0.0,0.0,-24618000.0
Total Cashflows From Investing Activities,171079000.0,-191980000.0,-31178000.0,21730000.0
Net Borrowings,-222978000.0,194916000.0,-122258000.0,-167590000.0
Total Cash From Financing Activities,-274844000.0,105716000.0,-111264000.0,-125949000.0
Change To Operating Activities,15617000.0,-7320000.0,11705000.0,6448000.0
Net Income,285097000.0,185886000.0,133498000.0,108273000.0
Change In Cash,12496000.0,5404000.0,-23265000.0,16831000.0
Effect Of Exchange Rate,30000.0,133000.0,-155000.0,463000.0
Total Cash From Operating Activities,116231000.0,91535000.0,119332000.0,120587000.0
Depreciation,670000.0,4256000.0,4360000.0,4442000.0
Dividends Paid,-63767000.0,-92228000.0,-93005000.0,-45923000.0
Change To Inventory,-22043000.0,2433000.0,13926000.0,60497000.0
Change To Account Receivables,20409000.0,-7173000.0,20709000.0,-10927000.0
Other Cashflows From Financing Activities,-1233000.0,-4236000.0,-2985000.0,-4065000.0
Change To Netincome,-185330000.0,-87870000.0,-67103000.0,-26564000.0
