,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,14300000.0,12000000.0,8594000.0,4647000.0
Total Cashflows From Investing Activities,-144400000.0,-285100000.0,-140476000.0,-49180000.0
Net Borrowings,-6700000.0,-1900000.0,-3703000.0,-3913000.0
Total Cash From Financing Activities,-20600000.0,310300000.0,88840000.0,-13757000.0
Change To Operating Activities,-2000000.0,18100000.0,4614000.0,2080000.0
Issuance Of Stock,24800000.0,360100000.0,119397000.0,864000.0
Net Income,160800000.0,54100000.0,40799000.0,31860000.0
Change In Cash,-36400000.0,138300000.0,20221000.0,-7924000.0
Repurchase Of Stock,-24800000.0,-30400000.0,-20130000.0,-7498000.0
Effect Of Exchange Rate,-1300000.0,600000.0,239000.0,84000.0
Total Cash From Operating Activities,129900000.0,112500000.0,71618000.0,54929000.0
Depreciation,30300000.0,16800000.0,11466000.0,6601000.0
Other Cashflows From Investing Activities,3100000.0,1800000.0,1451000.0,2624000.0
Dividends Paid,-11100000.0,-9000000.0,-6017000.0,-2672000.0
Change To Account Receivables,-4600000.0,-11900000.0,-5857000.0,1387000.0
Other Cashflows From Financing Activities,-2800000.0,-8500000.0,-707000.0,-538000.0
Change To Netincome,-88000000.0,12300000.0,7444000.0,1830000.0
Capital Expenditures,-20100000.0,-6600000.0,-5046000.0,-6890000.0
