,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-115300000.0,-36900000.0,94500000.0,109200000.0
Total Cashflows From Investing Activities,1474500000.0,-331800000.0,-156200000.0,-271500000.0
Net Borrowings,-686800000.0,175200000.0,5000000.0,45800000.0
Total Cash From Financing Activities,-1453600000.0,13400000.0,-140600000.0,-91500000.0
Change To Operating Activities,-45200000.0,-29500000.0,-71000000.0,-25000000.0
Issuance Of Stock,8000000.0,5400000.0,6300000.0,6200000.0
Net Income,239900000.0,161200000.0,212200000.0,171100000.0
Change In Cash,37000000.0,-17300000.0,34200000.0,-12700000.0
Repurchase Of Stock,-168200000.0,-10500000.0,-7700000.0,-23900000.0
Effect Of Exchange Rate,-2800000.0,3200000.0,2000000.0,-900000.0
Total Cash From Operating Activities,18900000.0,297900000.0,329000000.0,351200000.0
Depreciation,139900000.0,125200000.0,115600000.0,109600000.0
Other Cashflows From Investing Activities,1650000000.0,2500000.0,48100000.0,20500000.0
Dividends Paid,-156600000.0,-156700000.0,-144200000.0,-119600000.0
Change To Inventory,-26200000.0,-39400000.0,-72500000.0,-43700000.0
Change To Account Receivables,-71200000.0,14900000.0,-31600000.0,-51900000.0
Change To Netincome,-112500000.0,94700000.0,75500000.0,75400000.0
Capital Expenditures,-167500000.0,-190200000.0,-188900000.0,-157100000.0
