,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Investments,-145195000.0,41276000.0,-6154000.0,-6154000.0
Change To Liabilities,-14812000.0,11331000.0,-1896000.0,8000000.0
Total Cashflows From Investing Activities,-238861000.0,44663000.0,3588000.0,50176000.0
Net Borrowings,49496000.0,39039000.0,-10786000.0,-21062000.0
Total Cash From Financing Activities,177423000.0,35095000.0,36543000.0,-3044000.0
Change To Operating Activities,2127000.0,-33401000.0,-27421000.0,-27422000.0
Net Income,5500000.0,12303000.0,8566000.0,9078000.0
Change In Cash,-9941000.0,42998000.0,-10076000.0,27463000.0
Total Cash From Operating Activities,51497000.0,-36760000.0,-50207000.0,-19669000.0
Depreciation,365000.0,330000.0,341000.0,481000.0
Other Cashflows From Investing Activities,-5388000.0,3446000.0,5408000.0,50960000.0
Dividends Paid,-4092000.0,-3833000.0,-2735000.0,-977000.0
Change To Inventory,35716000.0,-12706000.0,-23011000.0,-23011000.0
Change To Account Receivables,5762000.0,-7498000.0,-17000.0,-1115000.0
Other Cashflows From Financing Activities,103193000.0,103193000.0,51403000.0,18462000.0
Change To Netincome,11063000.0,-6947000.0,-6769000.0,-5867000.0
Capital Expenditures,-115000.0,-59000.0,-539000.0,-784000.0
