,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,1650000.0,-12082000.0,-10696000.0,-16671000.0
Change To Liabilities,60735000.0,82962000.0,66671000.0,48481000.0
Total Cashflows From Investing Activities,-104688000.0,-47760000.0,-135094000.0,-19528000.0
Net Borrowings,-26392000.0,114963000.0,13365000.0,4294000.0
Total Cash From Financing Activities,2775000.0,38510000.0,70486000.0,-50954000.0
Change To Operating Activities,-4822000.0,-23229000.0,-1564000.0,-1794000.0
Issuance Of Stock,127164000.0,127164000.0,110762000.0,110762000.0
Net Income,-55244000.0,103845000.0,75854000.0,66792000.0
Change In Cash,119411000.0,152586000.0,58393000.0,37464000.0
Repurchase Of Stock,-5052000.0,-3685000.0,-1799000.0,-2827000.0
Effect Of Exchange Rate,-328000.0,488000.0,-223000.0,-6000.0
Total Cash From Operating Activities,221652000.0,161348000.0,123224000.0,107952000.0
Depreciation,46056000.0,30329000.0,25610000.0,23331000.0
Other Cashflows From Investing Activities,-42822000.0,-42822000.0,-42822000.0,-42822000.0
Dividends Paid,-68036000.0,-62649000.0,-55195000.0,-46486000.0
Change To Account Receivables,-45380000.0,-42331000.0,-65053000.0,-38764000.0
Other Cashflows From Financing Activities,-24909000.0,-10119000.0,3353000.0,-5935000.0
Change To Netincome,137759000.0,-31468000.0,-20273000.0,-19424000.0
Capital Expenditures,-3470000.0,-6384000.0,-13490000.0,-2241000.0
