,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-68051000.0,-443110000.0,-5077000.0,-68512000.0
Change To Liabilities,19125000.0,859000.0,1845000.0,15981000.0
Total Cashflows From Investing Activities,-194262000.0,-133330000.0,-1537241000.0,-128953000.0
Net Borrowings,-158906000.0,283550000.0,487010000.0,20304000.0
Total Cash From Financing Activities,-281180000.0,197221000.0,1593166000.0,-30260000.0
Change To Operating Activities,-5187000.0,-33658000.0,2096000.0,-45895000.0
Net Income,-115996000.0,316892000.0,142006000.0,84632000.0
Change In Cash,-296084000.0,294664000.0,247350000.0,-11991000.0
Repurchase Of Stock,-19803000.0,-3467000.0,-3467000.0,-3467000.0
Effect Of Exchange Rate,-8283000.0,979000.0,-16703000.0,-1034000.0
Total Cash From Operating Activities,189608000.0,229794000.0,208128000.0,148256000.0
Depreciation,99404000.0,98960000.0,48904000.0,28396000.0
Other Cashflows From Investing Activities,-13296000.0,-13296000.0,9847000.0,9847000.0
Dividends Paid,-101243000.0,-80494000.0,-46668000.0,-50372000.0
Change To Account Receivables,4886000.0,28248000.0,-34930000.0,-9000.0
Other Cashflows From Financing Activities,-1228000.0,-2368000.0,-31503000.0,-192000.0
Change To Netincome,145178000.0,-269028000.0,-1216000.0,-1603000.0
Capital Expenditures,-33147000.0,-6195000.0,-15420000.0,-11046000.0
Issuance Of Stock,,,1184327000.0,1184327000.0
