,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,9200000.0,-4800000.0,-13300000.0,4300000.0
Change To Liabilities,-273400000.0,60800000.0,250500000.0,-63300000.0
Total Cashflows From Investing Activities,-660400000.0,-368400000.0,-552000000.0,-254800000.0
Net Borrowings,621200000.0,-297000000.0,75300000.0,162100000.0
Total Cash From Financing Activities,935900000.0,-491500000.0,-80800000.0,-2300000.0
Issuance Of Stock,505400000.0,700000.0,600000.0,600000.0
Net Income,168300000.0,245100000.0,-48100000.0,386200000.0
Change In Cash,507900000.0,-102000000.0,-5500000.0,200700000.0
Effect Of Exchange Rate,-45000000.0,11500000.0,12600000.0,-8600000.0
Total Cash From Operating Activities,277400000.0,746400000.0,614700000.0,466400000.0
Depreciation,332300000.0,247900000.0,237600000.0,229600000.0
Dividends Paid,-179400000.0,-177200000.0,-143200000.0,-157900000.0
Change To Inventory,33100000.0,39000000.0,-88100000.0,-20300000.0
Change To Account Receivables,-147400000.0,-41700000.0,-29300000.0,-72600000.0
Other Cashflows From Financing Activities,-11300000.0,-18000000.0,-13500000.0,-7100000.0
Change To Netincome,142300000.0,184400000.0,240600000.0,-1800000.0
Capital Expenditures,-321300000.0,-300400000.0,-189200000.0,-248000000.0
Other Cashflows From Investing Activities,,-500000.0,-2600000.0,-3600000.0
