,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-3551000.0,-110000.0,-9717000.0,-879000.0
Change To Liabilities,115642000.0,118648000.0,-92073000.0,-282943000.0
Total Cashflows From Investing Activities,-73331000.0,-120053000.0,-88849000.0,-221551000.0
Net Borrowings,7437000.0,-51878000.0,18074000.0,214099000.0
Total Cash From Financing Activities,-74722000.0,16365000.0,-73919000.0,119154000.0
Change To Operating Activities,19189000.0,665000.0,4960000.0,-7228000.0
Issuance Of Stock,29743000.0,171212000.0,171212000.0,171212000.0
Net Income,162518000.0,137700000.0,137274000.0,133279000.0
Change In Cash,78158000.0,16751000.0,-4333000.0,41930000.0
Effect Of Exchange Rate,-2981000.0,1896000.0,-3701000.0,384000.0
Total Cash From Operating Activities,229192000.0,118543000.0,162136000.0,143943000.0
Depreciation,73146000.0,32061000.0,31899000.0,25834000.0
Dividends Paid,-111834000.0,-99932000.0,-91993000.0,-94945000.0
Change To Inventory,-14182000.0,-188435000.0,8777000.0,6512000.0
Change To Account Receivables,-124791000.0,19065000.0,73728000.0,278538000.0
Other Cashflows From Financing Activities,-68000.0,-3037000.0,-3037000.0,-3037000.0
Change To Netincome,-4858000.0,-2589000.0,-450000.0,-5970000.0
Capital Expenditures,-24228000.0,-32974000.0,-55588000.0,-36430000.0
