,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,-9800000.0,2300000.0,2300000.0,2300000.0
Change To Liabilities,-70200000.0,23900000.0,10100000.0,32900000.0
Total Cashflows From Investing Activities,-379400000.0,-341600000.0,-324000000.0,-288300000.0
Net Borrowings,-806500000.0,124000000.0,-2900000.0,2900000.0
Total Cash From Financing Activities,-182700000.0,-93900000.0,-382400000.0,-149000000.0
Issuance Of Stock,645500000.0,645500000.0,645500000.0,645500000.0
Net Income,123400000.0,152400000.0,207900000.0,318700000.0
Change In Cash,-21800000.0,-12100000.0,-39400000.0,200800000.0
Repurchase Of Stock,-1300000.0,-90300000.0,-215400000.0,-215400000.0
Effect Of Exchange Rate,-4800000.0,8600000.0,4300000.0,-9600000.0
Total Cash From Operating Activities,545100000.0,414800000.0,662700000.0,647700000.0
Depreciation,349300000.0,296100000.0,290100000.0,267400000.0
Other Cashflows From Investing Activities,-75200000.0,-1300000.0,900000.0,-5900000.0
Dividends Paid,-30700000.0,-121700000.0,-157400000.0,-153500000.0
Change To Inventory,112300000.0,-81700000.0,-101200000.0,11000000.0
Change To Account Receivables,-47100000.0,35500000.0,40100000.0,-50300000.0
Other Cashflows From Financing Activities,10300000.0,-5900000.0,-6700000.0,1600000.0
Change To Netincome,70700000.0,-16900000.0,211500000.0,62100000.0
Capital Expenditures,-278400000.0,-348100000.0,-325300000.0,-319700000.0
