,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-9129000.0,-9129000.0,10351000.0,20800000.0
Change To Liabilities,3366000.0,11856000.0,7612000.0,14708000.0
Total Cashflows From Investing Activities,-112950000.0,-113834000.0,-122327000.0,-41427000.0
Net Borrowings,-44187000.0,-42500000.0,-42500000.0,-42500000.0
Total Cash From Financing Activities,-89187000.0,-127501000.0,-127501000.0,-127501000.0
Change To Operating Activities,828000.0,18253000.0,47789000.0,-38202000.0
Net Income,261839000.0,144862000.0,2640000.0,45538000.0
Change In Cash,61524000.0,-51963000.0,72648000.0,14669000.0
Effect Of Exchange Rate,5277000.0,-52106000.0,-2000.0,-3000.0
Total Cash From Operating Activities,258384000.0,241478000.0,194977000.0,56099000.0
Depreciation,91018000.0,66283000.0,65450000.0,75943000.0
Other Cashflows From Investing Activities,84000.0,1099000.0,2353000.0,845000.0
Dividends Paid,-45000000.0,-85001000.0,-85001000.0,-85001000.0
Change To Inventory,-38068000.0,7810000.0,-9982000.0,-6818000.0
Change To Account Receivables,-83825000.0,-31427000.0,-16980000.0,-31108000.0
Change To Netincome,23226000.0,23841000.0,98448000.0,-3962000.0
Capital Expenditures,-104244000.0,-115021000.0,-135281000.0,-63321000.0
