,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,-2900000.0,181900000.0,72800000.0,-90400000.0
Total Cashflows From Investing Activities,-371300000.0,-419700000.0,-427900000.0,-431200000.0
Net Borrowings,201400000.0,-251000000.0,16000000.0,-54900000.0
Total Cash From Financing Activities,-871900000.0,-880600000.0,-908600000.0,-787700000.0
Change To Operating Activities,-21100000.0,-58600000.0,-44200000.0,-5100000.0
Net Income,615900000.0,476500000.0,483000000.0,-187900000.0
Change In Cash,4100000.0,-9600000.0,-53900000.0,19500000.0
Repurchase Of Stock,-403200000.0,-600000.0,-302500000.0,-7500000.0
Effect Of Exchange Rate,-100000.0,400000.0,400000.0,400000.0
Total Cash From Operating Activities,1247400000.0,1290300000.0,1282600000.0,1238400000.0
Depreciation,530800000.0,516900000.0,525500000.0,567300000.0
Other Cashflows From Investing Activities,400000.0,11100000.0,54600000.0,-34700000.0
Dividends Paid,-513800000.0,-487600000.0,-462100000.0,-551900000.0
Change To Inventory,-26200000.0,-13100000.0,-2800000.0,28900000.0
Change To Account Receivables,25900000.0,49500000.0,-90400000.0,16800000.0
Other Cashflows From Financing Activities,-156300000.0,-141400000.0,-160000000.0,-173400000.0
Change To Netincome,53500000.0,139200000.0,295500000.0,980200000.0
Capital Expenditures,-496200000.0,-411700000.0,-470500000.0,-446600000.0
Investments,,700000.0,700000.0,98300000.0
