,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-2628000.0,-10056000.0,-30613000.0,8897000.0
Change To Liabilities,4817000.0,-14014000.0,5926000.0,15569000.0
Total Cashflows From Investing Activities,-1670318000.0,-648136000.0,-247294000.0,-204388000.0
Net Borrowings,630320000.0,-17458000.0,-7123000.0,-8724000.0
Total Cash From Financing Activities,1384778000.0,89597000.0,-65830000.0,-66623000.0
Change To Operating Activities,41800000.0,1342000.0,12453000.0,-3467000.0
Issuance Of Stock,803128000.0,177395000.0,4626000.0,2151000.0
Net Income,258327000.0,154711000.0,194113000.0,215310000.0
Change In Cash,411081000.0,-176818000.0,39937000.0,87719000.0
Effect Of Exchange Rate,-13821000.0,2524000.0,2524000.0,2524000.0
Total Cash From Operating Activities,710442000.0,379197000.0,353061000.0,358730000.0
Depreciation,387809000.0,263037000.0,171834000.0,160813000.0
Dividends Paid,-48670000.0,-70340000.0,-63333000.0,-42034000.0
Change To Inventory,23086000.0,11463000.0,-12378000.0,3996000.0
Change To Account Receivables,-24133000.0,-32679000.0,-5557000.0,-12138000.0
Change To Netincome,16227000.0,16581000.0,11951000.0,-26268000.0
Capital Expenditures,-362681000.0,-286842000.0,-196167000.0,-231921000.0
Other Cashflows From Investing Activities,,,533000.0,18089000.0
