,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,884515000.0,-394020000.0,-409303000.0,1015000.0
Change To Liabilities,-11183000.0,-6453000.0,-14868000.0,-18329000.0
Total Cashflows From Investing Activities,223764000.0,-414692000.0,-442905000.0,7542000.0
Net Borrowings,15724000.0,429381000.0,-207424000.0,-212000.0
Total Cash From Financing Activities,-106806000.0,229264000.0,140274000.0,-163117000.0
Change To Operating Activities,74338000.0,183035000.0,59975000.0,4521000.0
Net Income,146964000.0,28560000.0,88301000.0,115990000.0
Change In Cash,277288000.0,-28177000.0,-86262000.0,21226000.0
Effect Of Exchange Rate,-65000.0,31000.0,-19000.0,16000.0
Total Cash From Operating Activities,145432000.0,172183000.0,216388000.0,179279000.0
Depreciation,60794000.0,47405000.0,45018000.0,46259000.0
Other Cashflows From Investing Activities,-27121000.0,-5639000.0,10958000.0,13360000.0
Dividends Paid,-98011200.0,-184055000.0,-175645000.0,-155934000.0
Change To Account Receivables,-84636000.0,-2422000.0,-5788000.0,-7575000.0
Other Cashflows From Financing Activities,-16000.0,-8148000.0,-13045000.0,-3648000.0
Change To Netincome,-34152000.0,15476000.0,43338000.0,28805000.0
Capital Expenditures,-8195000.0,-26199000.0,-9341000.0,-7440000.0
Repurchase Of Stock,,-7914000.0,-2876000.0,-3323000.0
Issuance Of Stock,,,539264000.0,539264000.0
