,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,-11387000000.0,-2619000000.0,-3214000000.0,-7469000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-11465000000.0,-206000000.0,166000000.0,-12830000000.0
Net Borrowings,-9451000000.0,2942000000.0,9177000000.0,-2281000000.0
Total Cash From Financing Activities,39441000000.0,4245000000.0,14827000000.0,24162000000.0
Change To Operating Activities,-3278000000.0,-15690000000.0,-25270000000.0,-14380000000.0
Net Income,3577000000.0,5953000000.0,6400000000.0,6406000000.0
Change In Cash,26302000000.0,-3343000000.0,16916000000.0,1828000000.0
Repurchase Of Stock,-122000000.0,-1232000000.0,-1994000000.0,-75000000.0
Effect Of Exchange Rate,-2083000000.0,4174000000.0,3564000000.0,-2647000000.0
Total Cash From Operating Activities,409000000.0,-11556000000.0,-1641000000.0,-6857000000.0
Depreciation,734000000.0,354000000.0,378000000.0,405000000.0
Other Cashflows From Investing Activities,-1387000000.0,292000000.0,1232000000.0,-148000000.0
Dividends Paid,-2861000000.0,-4471000000.0,-4563000000.0,-4386000000.0
Other Cashflows From Financing Activities,51875000000.0,7006000000.0,12207000000.0,30904000000.0
Change To Netincome,719000000.0,5251000000.0,7716000000.0,-1936000000.0
