,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,60397000.0,3165000.0,-88843000.0,-27785000.0
Change To Liabilities,396000.0,-646000.0,9100000.0,4058000.0
Total Cashflows From Investing Activities,59310000.0,-4814000.0,-99086000.0,-30201000.0
Net Borrowings,-9797000.0,-9797000.0,-9797000.0,-9797000.0
Total Cash From Financing Activities,-176298000.0,-184457000.0,-169245000.0,-162911000.0
Change To Operating Activities,-2304000.0,-11256000.0,365000.0,12475000.0
Net Income,116386000.0,154477000.0,201969000.0,147455000.0
Change In Cash,57414000.0,-18063000.0,-26065000.0,19968000.0
Repurchase Of Stock,-37532000.0,-34790000.0,-32297000.0,-42607000.0
Effect Of Exchange Rate,-2680000.0,-989000.0,1016000.0,1189000.0
Total Cash From Operating Activities,177082000.0,172197000.0,241250000.0,211891000.0
Depreciation,15033000.0,8077000.0,8846000.0,7273000.0
Other Cashflows From Investing Activities,1837000.0,-899000.0,-5206000.0,-491000.0
Dividends Paid,-129353000.0,-150563000.0,-136799000.0,-120119000.0
Change To Account Receivables,1594000.0,1338000.0,-3939000.0,-7052000.0
Other Cashflows From Financing Activities,384000.0,896000.0,-149000.0,-185000.0
Change To Netincome,46719000.0,24525000.0,20695000.0,50563000.0
Capital Expenditures,-1927000.0,-5473000.0,-4192000.0,-1170000.0
