,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,-18260000000.0,-9739000000.0,-528000000.0,-733000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-19477000000.0,-10769000000.0,-1620000000.0,-1698000000.0
Net Borrowings,-28974000000.0,1444000000.0,-5287000000.0,5498000000.0
Total Cash From Financing Activities,107000000.0,-2520000000.0,12836000000.0,23614000000.0
Change To Operating Activities,29411000000.0,-2381000000.0,-27049000000.0,-25622000000.0
Issuance Of Stock,2765000000.0,7000000.0,76000000.0,18000000.0
Net Income,2290000000.0,6784000000.0,8095000000.0,7990000000.0
Change In Cash,10070000000.0,-6729000000.0,8002000000.0,1389000000.0
Repurchase Of Stock,-75000000.0,-102000000.0,-106000000.0,-112000000.0
Effect Of Exchange Rate,-301000000.0,569000000.0,944000000.0,-302000000.0
Total Cash From Operating Activities,29741000000.0,5991000000.0,-4158000000.0,-20225000000.0
Depreciation,955000000.0,360000000.0,418000000.0,641000000.0
Dividends Paid,-2518000000.0,-4977000000.0,-5769000000.0,-4839000000.0
Other Cashflows From Financing Activities,28909000000.0,1108000000.0,23922000000.0,23049000000.0
Change To Netincome,3189000000.0,558000000.0,1684000000.0,867000000.0
Capital Expenditures,-240000000.0,-280000000.0,-310000000.0,-264000000.0
