,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Investments,197000000.0,3702000000.0,71000000.0,-1554000000.0
Change To Liabilities,-1085000000.0,-672000000.0,-259000000.0,-231000000.0
Total Cashflows From Investing Activities,-702000000.0,2613000000.0,-954000000.0,-313000000.0
Net Borrowings,-19401000000.0,-2783000000.0,9147000000.0,4819000000.0
Total Cash From Financing Activities,9070000000.0,10504000000.0,3084000000.0,43099000000.0
Change To Operating Activities,4552000000.0,-12516000000.0,-16313000000.0,-30282000000.0
Issuance Of Stock,4904000000.0,1000000000.0,1000000000.0,1000000000.0
Net Income,2559000000.0,4798000000.0,5554000000.0,5285000000.0
Change In Cash,15015000000.0,9080000000.0,-1854000000.0,11840000000.0
Effect Of Exchange Rate,-1355000000.0,1828000000.0,3370000000.0,-733000000.0
Total Cash From Operating Activities,8002000000.0,-5865000000.0,-7354000000.0,-30213000000.0
Depreciation,799000000.0,354000000.0,372000000.0,410000000.0
Dividends Paid,-2323000000.0,-3266000000.0,-4221000000.0,-4750000000.0
Other Cashflows From Financing Activities,25890000000.0,16275000000.0,-1842000000.0,43430000000.0
Change To Netincome,1226000000.0,-1987000000.0,8933000000.0,-2781000000.0
Capital Expenditures,-972000000.0,-1135000000.0,-1051000000.0,-1028000000.0
Repurchase Of Stock,,-722000000.0,-722000000.0,-400000000.0
