,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Change To Liabilities,33732000.0,-7015000.0,12764000.0,10737000.0
Total Cashflows From Investing Activities,-109822000.0,-75197000.0,53782000.0,-394991000.0
Net Borrowings,-206752000.0,54100000.0,-103838000.0,203942000.0
Total Cash From Financing Activities,-11951000.0,15479000.0,-138656000.0,351353000.0
Change To Operating Activities,6614000.0,-993000.0,-878000.0,-3563000.0
Issuance Of Stock,236147000.0,236147000.0,236147000.0,182022000.0
Net Income,79172000.0,96978000.0,94656000.0,64044000.0
Change In Cash,78690000.0,7456000.0,399000.0,17363000.0
Repurchase Of Stock,-1073000.0,-3666000.0,-2599000.0,-1896000.0
Effect Of Exchange Rate,210000.0,1533000.0,-158000.0,-93000.0
Total Cash From Operating Activities,200253000.0,65641000.0,85431000.0,61094000.0
Depreciation,72103000.0,15888000.0,14453000.0,11592000.0
Other Cashflows From Investing Activities,-16911000.0,-18061000.0,-9954000.0,-6511000.0
Dividends Paid,-35650000.0,-33410000.0,-31781000.0,-25501000.0
Change To Inventory,-10574000.0,-32856000.0,-20151000.0,-12450000.0
Change To Account Receivables,3605000.0,-6892000.0,-8873000.0,-396000.0
Other Cashflows From Financing Activities,-4623000.0,-1545000.0,-438000.0,-7214000.0
Change To Netincome,14244000.0,-2665000.0,-7260000.0,-7934000.0
Capital Expenditures,-30528000.0,-21667000.0,-14678000.0,-15096000.0
