,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Investments,-69800000.0,-418100000.0,108700000.0,-1103400000.0
Change To Liabilities,3300000.0,-100000.0,21200000.0,12500000.0
Total Cashflows From Investing Activities,17900000.0,-921900000.0,-35500000.0,-1100500000.0
Net Borrowings,-748600000.0,718800000.0,-742900000.0,1047900000.0
Total Cash From Financing Activities,-671900000.0,263300000.0,-627000000.0,681200000.0
Change To Operating Activities,19600000.0,40500000.0,14800000.0,86000000.0
Net Income,217400000.0,259500000.0,174700000.0,406600000.0
Change In Cash,3100000.0,5100000.0,-1100000.0,-800000.0
Total Cash From Operating Activities,657100000.0,663700000.0,661400000.0,418300000.0
Depreciation,3500000.0,2700000.0,1410000.0,2300000.0
Dividends Paid,-408200000.0,-430500000.0,-351500000.0,-288300000.0
Change To Inventory,67300000.0,80500000.0,118900000.0,42200000.0
Change To Account Receivables,11400000.0,11400000.0,11400000.0,-70900000.0
Change To Netincome,326400000.0,273200000.0,325300000.0,-64100000.0
Capital Expenditures,-3000000.0,-7600000.0,-6900000.0,-4000000.0
Other Cashflows From Investing Activities,,-5900000.0,-7500000.0,-14000000.0
Effect Of Exchange Rate,,,,200000.0
