,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Investments,-31616000.0,-46717000.0,-14495000.0,-6464000.0
Change To Liabilities,-23424000.0,-27278000.0,200650000.0,34576000.0
Total Cashflows From Investing Activities,-179861000.0,-1075706000.0,-101824000.0,-81890000.0
Net Borrowings,-94012000.0,807485000.0,-796242000.0,-95000000.0
Total Cash From Financing Activities,-317286000.0,580643000.0,-1026694000.0,-262867000.0
Change To Operating Activities,-58999000.0,-47575000.0,-160726000.0,-19257000.0
Issuance Of Stock,48182000.0,36727000.0,38717000.0,38320000.0
Net Income,621674000.0,404592000.0,315588000.0,342284000.0
Change In Cash,316028000.0,-41573000.0,-633234000.0,90501000.0
Repurchase Of Stock,-46061000.0,-50948000.0,-69186000.0,-8159000.0
Effect Of Exchange Rate,10920000.0,-5561000.0,-9742000.0,21205000.0
Total Cash From Operating Activities,802255000.0,459051000.0,505026000.0,414053000.0
Depreciation,140354000.0,116872000.0,99911000.0,112157000.0
Other Cashflows From Investing Activities,-14397000.0,-264000.0,-14970000.0,3324000.0
Dividends Paid,-225093000.0,-211712000.0,-199497000.0,-186346000.0
Change To Inventory,-69881000.0,-84188000.0,1494000.0,-41599000.0
Change To Account Receivables,54383000.0,-18013000.0,-32356000.0,-63604000.0
Other Cashflows From Financing Activities,-302000.0,-909000.0,-486000.0,-11682000.0
Change To Netincome,97129000.0,80718000.0,60416000.0,49496000.0
Capital Expenditures,-95330000.0,-68710000.0,-62581000.0,-62219000.0
