,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Total Liab,959700000.0,959700000.0,913400000.0,913400000.0
Total Stockholder Equity,1661500000.0,1661500000.0,1633700000.0,1633700000.0
Other Current Liab,52600000.0,52600000.0,52800000.0,52800000.0
Total Assets,2621200000.0,2621200000.0,2547100000.0,2547100000.0
Common Stock,1277300000.0,1277300000.0,1271100000.0,1271100000.0
Other Current Assets,4000000.0,4000000.0,1500000.0,1500000.0
Retained Earnings,409600000.0,409600000.0,390700000.0,390700000.0
Other Liab,400000.0,400000.0,300000.0,300000.0
Treasury Stock,-25400000.0,-25400000.0,-28100000.0,-28100000.0
Cash,3000000.0,3000000.0,3600000.0,3600000.0
Total Current Liabilities,91400000.0,91400000.0,95700000.0,95700000.0
Short Long Term Debt,867900000.0,867900000.0,817500000.0,817500000.0
Other Stockholder Equity,-25400000.0,-25400000.0,-28100000.0,-28100000.0
Property Plant Equipment,2437700000.0,2437700000.0,2364600000.0,2364600000.0
Total Current Assets,31600000.0,31600000.0,27800000.0,27800000.0
Long Term Investments,151900000.0,151900000.0,154700000.0,154700000.0
Net Tangible Assets,1661500000.0,1661500000.0,1633700000.0,1633700000.0
Net Receivables,24400000.0,24400000.0,22400000.0,22400000.0
Long Term Debt,867900000.0,867900000.0,817400000.0,817400000.0
Accounts Payable,38800000.0,38800000.0,42800000.0,42800000.0
