,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,2681900000.0,2686300000.0,2657500000.0,2638600000.0
Capital Surplus,3769000000.0,3815000000.0,3804000000.0,3792100000.0
Total Liab,1840200000.0,1871200000.0,1807800000.0,1827600000.0
Total Stockholder Equity,4539400000.0,4716400000.0,4515500000.0,4410800000.0
Minority Interest,115100000.0,103200000.0,103800000.0,486800000.0
Other Current Liab,267300000.0,195100000.0,208200000.0,218300000.0
Total Assets,6494700000.0,6690800000.0,6427100000.0,6725200000.0
Common Stock,258500000.0,270600000.0,272100000.0,275800000.0
Other Current Assets,115900000.0,77400000.0,115300000.0,128000000.0
Retained Earnings,937700000.0,1062100000.0,965800000.0,959200000.0
Other Liab,654200000.0,710600000.0,662700000.0,639800000.0
Good Will,1389800000.0,1383900000.0,1341900000.0,1310400000.0
Treasury Stock,-425800000.0,-431300000.0,-526400000.0,-616300000.0
Other Assets,350100000.0,212800000.0,364600000.0,355100000.0
Cash,836600000.0,1108100000.0,926500000.0,880400000.0
Total Current Liabilities,734200000.0,727800000.0,691600000.0,735600000.0
Other Stockholder Equity,-321400000.0,-324000000.0,-415200000.0,-501700000.0
Property Plant Equipment,74000000.0,199700000.0,81400000.0,82500000.0
Total Current Assets,1998900000.0,2193700000.0,1981700000.0,2338600000.0
Net Tangible Assets,467700000.0,646200000.0,516100000.0,461800000.0
Short Term Investments,442900000.0,482700000.0,449200000.0,851300000.0
Net Receivables,603500000.0,490400000.0,490700000.0,478900000.0
Long Term Debt,312600000.0,313300000.0,314000000.0,314800000.0
Accounts Payable,243400000.0,3200000.0,209000000.0,315100000.0
Deferred Long Term Asset Charges,,700000.0,,
Long Term Investments,,14400000.0,,
