,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1387400000.0,1387400000.0,1159700000.0,1159700000.0
Total Liab,3060000000.0,3060000000.0,2411500000.0,2411500000.0
Total Stockholder Equity,4584900000.0,4584900000.0,4754300000.0,4754300000.0
Other Current Liab,224800000.0,224800000.0,291700000.0,291700000.0
Total Assets,7644900000.0,7644900000.0,7165800000.0,7165800000.0
Common Stock,-203300000.0,-203300000.0,-203300000.0,-203300000.0
Retained Earnings,4833600000.0,4833600000.0,4954500000.0,4954500000.0
Other Liab,612100000.0,612100000.0,619800000.0,619800000.0
Treasury Stock,-45400000.0,-45400000.0,3100000.0,3100000.0
Other Assets,249500000.0,249500000.0,248800000.0,248800000.0
Cash,593700000.0,593700000.0,286900000.0,286900000.0
Total Current Liabilities,1156000000.0,1156000000.0,669900000.0,669900000.0
Deferred Long Term Asset Charges,198100000.0,198100000.0,170700000.0,170700000.0
Short Long Term Debt,432900000.0,432900000.0,3400000.0,3400000.0
Other Stockholder Equity,-45400000.0,-45400000.0,3100000.0,3100000.0
Property Plant Equipment,5115800000.0,5115800000.0,4871200000.0,4871200000.0
Total Current Assets,725700000.0,725700000.0,456900000.0,456900000.0
Long Term Investments,166500000.0,166500000.0,186000000.0,186000000.0
Net Tangible Assets,3197500000.0,3197500000.0,3351400000.0,3351400000.0
Net Receivables,67700000.0,67700000.0,111200000.0,111200000.0
Long Term Debt,1224500000.0,1224500000.0,1070300000.0,1070300000.0
Inventory,18000000.0,18000000.0,17200000.0,17200000.0
Accounts Payable,489600000.0,489600000.0,190100000.0,190100000.0
Good Will,,,243200000.0,243200000.0
