,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,35111000.0,35111000.0,2189000.0,2189000.0
Total Liab,133636000.0,133636000.0,114258000.0,114258000.0
Total Stockholder Equity,430138000.0,430138000.0,372261000.0,372261000.0
Other Current Liab,84832000.0,84832000.0,44313000.0,44313000.0
Total Assets,563774000.0,563774000.0,486519000.0,486519000.0
Common Stock,147831000.0,147831000.0,116916000.0,116916000.0
Other Current Assets,9000.0,9000.0,,
Retained Earnings,269766000.0,269766000.0,232081000.0,232081000.0
Other Liab,1264000.0,1264000.0,1162000.0,1162000.0
Treasury Stock,12541000.0,12541000.0,23264000.0,23264000.0
Other Assets,6762000.0,6762000.0,16572000.0,16572000.0
Cash,84277000.0,84277000.0,41569000.0,41569000.0
Total Current Liabilities,90108000.0,90108000.0,73282000.0,73282000.0
Deferred Long Term Asset Charges,6762000.0,6762000.0,5897000.0,5897000.0
Other Stockholder Equity,12541000.0,12541000.0,23264000.0,23264000.0
Property Plant Equipment,224558000.0,224558000.0,220574000.0,220574000.0
Total Current Assets,297343000.0,297343000.0,224524000.0,224524000.0
Net Tangible Assets,395027000.0,395027000.0,347412000.0,347412000.0
Net Receivables,65596000.0,65596000.0,60102000.0,60102000.0
Inventory,140897000.0,140897000.0,119170000.0,119170000.0
Deferred Long Term Liab,,,10675000.0,10675000.0
Good Will,,,22660000.0,22660000.0
Accounts Payable,,,9118000.0,9118000.0
