,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Intangible Assets,174000000.0,174000000.0,80000000.0,80000000.0
Total Liab,8527000000.0,8527000000.0,7568000000.0,7568000000.0
Total Stockholder Equity,10340000000.0,10340000000.0,9927000000.0,9927000000.0
Other Current Liab,3216000000.0,3216000000.0,3199000000.0,3199000000.0
Total Assets,18867000000.0,18867000000.0,17495000000.0,17495000000.0
Common Stock,8884000000.0,8884000000.0,8817000000.0,8817000000.0
Other Current Assets,113000000.0,113000000.0,167000000.0,167000000.0
Retained Earnings,1412000000.0,1412000000.0,1044000000.0,1044000000.0
Other Liab,945000000.0,945000000.0,396000000.0,396000000.0
Treasury Stock,44000000.0,44000000.0,66000000.0,66000000.0
Other Assets,16549000000.0,16549000000.0,15309000000.0,15309000000.0
Cash,174000000.0,174000000.0,238000000.0,238000000.0
Total Current Liabilities,4230000000.0,4230000000.0,3778000000.0,3778000000.0
Deferred Long Term Asset Charges,102000000.0,102000000.0,22000000.0,22000000.0
Short Long Term Debt,3794000000.0,3794000000.0,3691000000.0,3691000000.0
Other Stockholder Equity,79000000.0,79000000.0,93000000.0,93000000.0
Property Plant Equipment,53000000.0,53000000.0,51000000.0,51000000.0
Total Current Assets,1261000000.0,1261000000.0,1300000000.0,1300000000.0
Long Term Investments,830000000.0,830000000.0,679000000.0,679000000.0
Net Tangible Assets,10166000000.0,10166000000.0,9771000000.0,9771000000.0
Net Receivables,87000000.0,87000000.0,139000000.0,139000000.0
Long Term Debt,3352000000.0,3352000000.0,3394000000.0,3394000000.0
Inventory,887000000.0,887000000.0,756000000.0,756000000.0
Accounts Payable,572000000.0,572000000.0,247000000.0,247000000.0
Good Will,,,76000000.0,76000000.0
