,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,572192000.0,572192000.0,128070000.0,128070000.0
Total Liab,700580000.0,700580000.0,789530000.0,789530000.0
Total Stockholder Equity,609641000.0,609641000.0,600292000.0,600292000.0
Minority Interest,3000.0,3000.0,,
Other Current Liab,110614000.0,110614000.0,134927000.0,134927000.0
Total Assets,1310224000.0,1310224000.0,1389822000.0,1389822000.0
Common Stock,572377000.0,572377000.0,572377000.0,572377000.0
Other Current Assets,10776000.0,10776000.0,1751000.0,1751000.0
Retained Earnings,54078000.0,54078000.0,31906000.0,31906000.0
Other Liab,35104000.0,35104000.0,94486000.0,94486000.0
Treasury Stock,-16814000.0,-16814000.0,-3991000.0,-3991000.0
Cash,108941000.0,108941000.0,119903000.0,119903000.0
Total Current Liabilities,296388000.0,296388000.0,306150000.0,306150000.0
Other Stockholder Equity,-16814000.0,-16814000.0,-3991000.0,-3991000.0
Property Plant Equipment,507906000.0,507906000.0,512556000.0,512556000.0
Total Current Assets,230126000.0,230126000.0,228822000.0,228822000.0
Net Tangible Assets,37449000.0,37449000.0,-4991000.0,-4991000.0
Net Receivables,96116000.0,96116000.0,82463000.0,82463000.0
Long Term Debt,304643000.0,304643000.0,314485000.0,314485000.0
Inventory,14293000.0,14293000.0,13881000.0,13881000.0
Accounts Payable,82450000.0,82450000.0,32936000.0,32936000.0
Good Will,,,477213000.0,477213000.0
Other Assets,,,43161000.0,43161000.0
Deferred Long Term Asset Charges,,,43161000.0,43161000.0
Short Long Term Debt,,,1167000.0,1167000.0
