,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Intangible Assets,170200000.0,170200000.0,172400000.0,172400000.0
Total Liab,5271800000.0,5271800000.0,4911100000.0,4911100000.0
Total Stockholder Equity,11960200000.0,11960200000.0,11747700000.0,11747700000.0
Other Current Liab,537600000.0,537600000.0,458900000.0,458900000.0
Total Assets,17232000000.0,17232000000.0,16658800000.0,16658800000.0
Common Stock,8262400000.0,8262400000.0,8493200000.0,8493200000.0
Other Current Assets,1190700000.0,1190700000.0,76100000.0,76100000.0
Retained Earnings,3692200000.0,3692200000.0,3249900000.0,3249900000.0
Other Liab,7300000.0,7300000.0,7800000.0,7800000.0
Good Will,427000000.0,427000000.0,427000000.0,427000000.0
Treasury Stock,5600000.0,5600000.0,4600000.0,4600000.0
Other Assets,141500000.0,141500000.0,152600000.0,152600000.0
Cash,45400000.0,45400000.0,42200000.0,42200000.0
Total Current Liabilities,638400000.0,638400000.0,630800000.0,630800000.0
Deferred Long Term Asset Charges,84300000.0,84300000.0,84300000.0,84300000.0
Short Long Term Debt,4726900000.0,4726900000.0,4289600000.0,4289600000.0
Other Stockholder Equity,5600000.0,5600000.0,4600000.0,4600000.0
Property Plant Equipment,15058300000.0,15058300000.0,15648000000.0,15648000000.0
Total Current Assets,1336600000.0,1336600000.0,168300000.0,168300000.0
Long Term Investments,98400000.0,98400000.0,90500000.0,90500000.0
Net Tangible Assets,11363000000.0,11363000000.0,11148300000.0,11148300000.0
Net Receivables,100500000.0,100500000.0,45700000.0,45700000.0
Long Term Debt,4422300000.0,4422300000.0,4069800000.0,4069800000.0
Accounts Payable,,,64300000.0,64300000.0
