,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1208900000.0,1208900000.0,1048300000.0,1048300000.0
Total Liab,2616400000.0,2616400000.0,3048500000.0,3048500000.0
Total Stockholder Equity,3555800000.0,3555800000.0,3619300000.0,3619300000.0
Minority Interest,4100000.0,4100000.0,4100000.0,4100000.0
Other Current Liab,59400000.0,59400000.0,416600000.0,416600000.0
Total Assets,6176300000.0,6176300000.0,6671900000.0,6671900000.0
Common Stock,3276000000.0,3276000000.0,3269800000.0,3269800000.0
Other Current Assets,58500000.0,58500000.0,80300000.0,80300000.0
Retained Earnings,400700000.0,400700000.0,337500000.0,337500000.0
Other Liab,341100000.0,341100000.0,363200000.0,363200000.0
Treasury Stock,-120900000.0,-120900000.0,12000000.0,12000000.0
Other Assets,1238500000.0,1238500000.0,1291500000.0,1291500000.0
Cash,480800000.0,480800000.0,449100000.0,449100000.0
Total Current Liabilities,786100000.0,786100000.0,983000000.0,983000000.0
Deferred Long Term Asset Charges,156500000.0,156500000.0,183500000.0,183500000.0
Other Stockholder Equity,-120900000.0,-120900000.0,12000000.0,12000000.0
Property Plant Equipment,1851900000.0,1851900000.0,1948500000.0,1948500000.0
Total Current Assets,1877000000.0,1877000000.0,2100300000.0,2100300000.0
Net Tangible Assets,2346900000.0,2346900000.0,2287700000.0,2287700000.0
Net Receivables,511000000.0,511000000.0,513800000.0,513800000.0
Long Term Debt,905700000.0,905700000.0,1059800000.0,1059800000.0
Inventory,826700000.0,826700000.0,1017400000.0,1017400000.0
Accounts Payable,673000000.0,673000000.0,300400000.0,300400000.0
Good Will,,,283300000.0,283300000.0
Short Long Term Debt,,,167200000.0,167200000.0
