,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,173900000.0,182900000.0,175700000.0,169400000.0
Capital Surplus,224600000.0,218900000.0,214900000.0,211600000.0
Total Liab,3028200000.0,3173100000.0,3019300000.0,2960000000.0
Total Stockholder Equity,1060800000.0,1277800000.0,1180300000.0,1074200000.0
Other Current Liab,519700000.0,172600000.0,155200000.0,159200000.0
Total Assets,4089000000.0,4450900000.0,4199600000.0,4034200000.0
Common Stock,231400000.0,231300000.0,231200000.0,230600000.0
Other Current Assets,138100000.0,82900000.0,62500000.0,44600000.0
Retained Earnings,611400000.0,824300000.0,755700000.0,668900000.0
Other Liab,1213300000.0,1240600000.0,1177900000.0,1169700000.0
Good Will,209300000.0,219700000.0,209800000.0,200900000.0
Treasury Stock,-6600000.0,3300000.0,-21500000.0,-36900000.0
Other Assets,1340800000.0,1388500000.0,1381900000.0,1402700000.0
Cash,208500000.0,601800000.0,390600000.0,197800000.0
Total Current Liabilities,901100000.0,1008500000.0,545200000.0,514200000.0
Deferred Long Term Asset Charges,1274200000.0,1315200000.0,1312300000.0,1334500000.0
Other Stockholder Equity,-6600000.0,3300000.0,-21500000.0,-36900000.0
Property Plant Equipment,1421400000.0,1424600000.0,1402400000.0,1396600000.0
Total Current Assets,943600000.0,1235200000.0,1029800000.0,864600000.0
Net Tangible Assets,677600000.0,875200000.0,794800000.0,703900000.0
Net Receivables,339800000.0,278200000.0,311200000.0,335600000.0
Long Term Debt,858600000.0,881500000.0,1254800000.0,1234400000.0
Inventory,218300000.0,230100000.0,230200000.0,258500000.0
Accounts Payable,174000000.0,332700000.0,291100000.0,274100000.0
