,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,8600000.0,8600000.0,282300000.0,282300000.0
Total Liab,900900000.0,900900000.0,1321100000.0,1321100000.0
Total Stockholder Equity,1219700000.0,1219700000.0,1192000000.0,1192000000.0
Minority Interest,2300000.0,2300000.0,2400000.0,2400000.0
Other Current Liab,16200000.0,16200000.0,61100000.0,61100000.0
Total Assets,2122900000.0,2122900000.0,2515500000.0,2515500000.0
Common Stock,740100000.0,740100000.0,740100000.0,740100000.0
Retained Earnings,485800000.0,485800000.0,449900000.0,449900000.0
Other Liab,128700000.0,128700000.0,135800000.0,135800000.0
Good Will,272500000.0,272500000.0,,
Treasury Stock,-6200000.0,-6200000.0,2000000.0,2000000.0
Other Assets,89500000.0,89500000.0,44300000.0,44300000.0
Cash,94000000.0,94000000.0,481700000.0,481700000.0
Total Current Liabilities,221300000.0,221300000.0,203500000.0,203500000.0
Other Stockholder Equity,-6200000.0,-6200000.0,2000000.0,2000000.0
Property Plant Equipment,1102000000.0,1102000000.0,1124500000.0,1124500000.0
Total Current Assets,452500000.0,452500000.0,869600000.0,869600000.0
Long Term Investments,197800000.0,197800000.0,194800000.0,194800000.0
Net Tangible Assets,938600000.0,938600000.0,909700000.0,909700000.0
Net Receivables,196800000.0,196800000.0,237400000.0,237400000.0
Long Term Debt,466100000.0,466100000.0,895500000.0,895500000.0
Inventory,152100000.0,152100000.0,150500000.0,150500000.0
Accounts Payable,172000000.0,172000000.0,138600000.0,138600000.0
