,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,1850100000.0,1850100000.0,410900000.0,410900000.0
Total Liab,1925400000.0,1925400000.0,2210900000.0,2210900000.0
Total Stockholder Equity,3620500000.0,3620500000.0,3465000000.0,3465000000.0
Other Current Liab,31200000.0,31200000.0,117900000.0,117900000.0
Total Assets,5545900000.0,5545900000.0,5675900000.0,5675900000.0
Common Stock,3177900000.0,3177900000.0,3063000000.0,3063000000.0
Other Current Assets,114500000.0,114500000.0,105700000.0,105700000.0
Retained Earnings,462000000.0,462000000.0,410800000.0,410800000.0
Other Liab,171200000.0,171200000.0,154800000.0,154800000.0
Treasury Stock,-19400000.0,-19400000.0,-8800000.0,-8800000.0
Other Assets,47400000.0,47400000.0,108300000.0,108300000.0
Cash,88600000.0,88600000.0,66100000.0,66100000.0
Total Current Liabilities,485900000.0,485900000.0,587000000.0,587000000.0
Short Long Term Debt,149800000.0,149800000.0,163600000.0,163600000.0
Other Stockholder Equity,-800000.0,-800000.0,3400000.0,3400000.0
Property Plant Equipment,2787200000.0,2787200000.0,2837000000.0,2837000000.0
Total Current Assets,281200000.0,281200000.0,352400000.0,352400000.0
Long Term Investments,580000000.0,580000000.0,525100000.0,525100000.0
Net Tangible Assets,1770400000.0,1770400000.0,1611900000.0,1611900000.0
Net Receivables,61700000.0,61700000.0,107000000.0,107000000.0
Long Term Debt,1214300000.0,1214300000.0,1418900000.0,1418900000.0
Inventory,16400000.0,16400000.0,16400000.0,16400000.0
Accounts Payable,219900000.0,219900000.0,222300000.0,222300000.0
Good Will,,,1442200000.0,1442200000.0
