,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,7179053.0,7179053.0,2060635.0,2060635.0
Total Stockholder Equity,146938194.0,146938194.0,53427042.0,53427042.0
Other Current Liab,3642150.0,3642150.0,104205.0,104205.0
Total Assets,154117247.0,154117247.0,55487677.0,55487677.0
Common Stock,164804949.0,164804949.0,59500883.0,59500883.0
Other Current Assets,512324.0,512324.0,,
Retained Earnings,-22987545.0,-22987545.0,-6751967.0,-6751967.0
Other Liab,40376.0,40376.0,49351.0,49351.0
Treasury Stock,5120790.0,5120790.0,678126.0,678126.0
Other Assets,301776.0,301776.0,293137.0,293137.0
Cash,118706497.0,118706497.0,45693727.0,45693727.0
Total Current Liabilities,6877659.0,6877659.0,1999651.0,1999651.0
Other Stockholder Equity,5120790.0,5120790.0,678126.0,678126.0
Property Plant Equipment,19652127.0,19652127.0,309627.0,309627.0
Total Current Assets,134163344.0,134163344.0,54884913.0,54884913.0
Net Tangible Assets,146938194.0,146938194.0,53427042.0,53427042.0
Short Term Investments,13539166.0,13539166.0,8579785.0,8579785.0
Net Receivables,1257789.0,1257789.0,478644.0,478644.0
Accounts Payable,255366.0,255366.0,31931.0,31931.0
