,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,204000000.0,204000000.0,182300000.0,182300000.0
Total Liab,5501400000.0,5501400000.0,5414300000.0,5414300000.0
Total Stockholder Equity,4109700000.0,4109700000.0,4357700000.0,4357700000.0
Other Current Liab,431800000.0,431800000.0,236900000.0,236900000.0
Total Assets,9611100000.0,9611100000.0,9772000000.0,9772000000.0
Common Stock,259500000.0,259500000.0,506600000.0,506600000.0
Other Current Assets,97000000.0,97000000.0,72300000.0,72300000.0
Retained Earnings,465900000.0,465900000.0,456000000.0,456000000.0
Other Liab,985100000.0,985100000.0,821400000.0,821400000.0
Treasury Stock,3384300000.0,3384300000.0,-72000000.0,-72000000.0
Other Assets,110600000.0,110600000.0,108600000.0,108600000.0
Cash,8000000.0,8000000.0,29300000.0,29300000.0
Total Current Liabilities,790200000.0,790200000.0,1472400000.0,1472400000.0
Short Long Term Debt,120600000.0,120600000.0,691200000.0,691200000.0
Other Stockholder Equity,3384300000.0,3384300000.0,-72000000.0,-72000000.0
Property Plant Equipment,8526000000.0,8526000000.0,8537100000.0,8537100000.0
Total Current Assets,586000000.0,586000000.0,715300000.0,715300000.0
Long Term Investments,184500000.0,184500000.0,223500000.0,223500000.0
Net Tangible Assets,3905700000.0,3905700000.0,4170200000.0,4170200000.0
Net Receivables,330100000.0,330100000.0,467900000.0,467900000.0
Long Term Debt,3726100000.0,3726100000.0,2995100000.0,2995100000.0
Inventory,150900000.0,150900000.0,145800000.0,145800000.0
Accounts Payable,237800000.0,237800000.0,289000000.0,289000000.0
Capital Surplus,,,3467100000.0,3467100000.0
Good Will,,,5200000.0,5200000.0
