,2017-12-31,2017-09-30,2017-06-30,2017-03-31
Intangible Assets,64034000.0,64034000.0,65400000.0,65400000.0
Total Liab,136939000.0,136939000.0,150766000.0,150766000.0
Total Stockholder Equity,1765511000.0,1765511000.0,1722271000.0,1722271000.0
Minority Interest,16752000.0,16752000.0,,
Total Assets,1919202000.0,1919202000.0,1873037000.0,1873037000.0
Common Stock,1739126000.0,1739126000.0,1741809000.0,1741809000.0
Retained Earnings,74013000.0,74013000.0,25526000.0,25526000.0
Other Liab,29084000.0,29084000.0,21459000.0,21459000.0
Treasury Stock,-47628000.0,-47628000.0,-45064000.0,-45064000.0
Other Assets,65080000.0,65080000.0,41932000.0,41932000.0
Cash,87336000.0,87336000.0,174418000.0,174418000.0
Total Current Liabilities,103184000.0,103184000.0,129307000.0,129307000.0
Deferred Long Term Asset Charges,1582000.0,1582000.0,1582000.0,1582000.0
Short Long Term Debt,4671000.0,4671000.0,,
Other Stockholder Equity,-47628000.0,-47628000.0,-45064000.0,-45064000.0
Property Plant Equipment,19804000.0,19804000.0,18764000.0,18764000.0
Total Current Assets,174419000.0,174419000.0,240621000.0,240621000.0
Long Term Investments,1595865000.0,1595865000.0,1506320000.0,1506320000.0
Net Tangible Assets,1701477000.0,1701477000.0,1656871000.0,1656871000.0
Net Receivables,87083000.0,87083000.0,65474000.0,65474000.0
Long Term Debt,4671000.0,4671000.0,,
Accounts Payable,101423000.0,101423000.0,1137000.0,1137000.0
Other Current Liab,,,97054000.0,97054000.0
