,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,823800000.0,823800000.0,199600000.0,199600000.0
Total Liab,584500000.0,584500000.0,410400000.0,410400000.0
Total Stockholder Equity,636200000.0,636200000.0,805100000.0,805100000.0
Other Current Liab,71300000.0,71300000.0,61700000.0,61700000.0
Total Assets,1220700000.0,1220700000.0,1215500000.0,1215500000.0
Common Stock,847400000.0,847400000.0,847400000.0,847400000.0
Other Current Assets,11300000.0,11300000.0,17900000.0,17900000.0
Retained Earnings,-164000000.0,-164000000.0,-31800000.0,-31800000.0
Other Liab,46900000.0,46900000.0,40900000.0,40900000.0
Treasury Stock,-47200000.0,-47200000.0,-10500000.0,-10500000.0
Other Assets,41500000.0,41500000.0,144800000.0,144800000.0
Cash,283000000.0,283000000.0,209600000.0,209600000.0
Total Current Liabilities,176900000.0,176900000.0,169800000.0,169800000.0
Deferred Long Term Asset Charges,36800000.0,36800000.0,26000000.0,26000000.0
Short Long Term Debt,3400000.0,3400000.0,6900000.0,6900000.0
Other Stockholder Equity,-47200000.0,-47200000.0,-10500000.0,-10500000.0
Property Plant Equipment,26600000.0,26600000.0,31800000.0,31800000.0
Total Current Assets,328800000.0,328800000.0,284100000.0,284100000.0
Net Tangible Assets,-187600000.0,-187600000.0,51700000.0,51700000.0
Short Term Investments,1000000.0,1000000.0,800000.0,800000.0
Net Receivables,24900000.0,24900000.0,47600000.0,47600000.0
Long Term Debt,360700000.0,360700000.0,192600000.0,192600000.0
Accounts Payable,75400000.0,75400000.0,63200000.0,63200000.0
Deferred Long Term Liab,,,117100000.0,117100000.0
Good Will,,,553800000.0,553800000.0
Long Term Investments,,,1400000.0,1400000.0
