,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,1341100000.0,1341100000.0,1395400000.0,1395400000.0
Total Stockholder Equity,2923400000.0,2923400000.0,2819800000.0,2819800000.0
Other Current Liab,320200000.0,320200000.0,412500000.0,412500000.0
Total Assets,4264500000.0,4264500000.0,4215200000.0,4215200000.0
Common Stock,1857900000.0,1857900000.0,1861200000.0,1861200000.0
Other Current Assets,46600000.0,46600000.0,59000000.0,59000000.0
Retained Earnings,1033800000.0,1033800000.0,927900000.0,927900000.0
Other Liab,831600000.0,831600000.0,847200000.0,847200000.0
Good Will,57100000.0,57100000.0,57100000.0,57100000.0
Treasury Stock,31700000.0,31700000.0,30700000.0,30700000.0
Other Assets,70300000.0,70300000.0,108700000.0,108700000.0
Cash,113900000.0,113900000.0,109900000.0,109900000.0
Total Current Liabilities,329500000.0,329500000.0,456200000.0,456200000.0
Other Stockholder Equity,31700000.0,31700000.0,30700000.0,30700000.0
Property Plant Equipment,3591400000.0,3591400000.0,3541800000.0,3541800000.0
Total Current Assets,545700000.0,545700000.0,507600000.0,507600000.0
Net Tangible Assets,2866300000.0,2866300000.0,2762700000.0,2762700000.0
Net Receivables,252500000.0,252500000.0,231800000.0,231800000.0
Long Term Debt,158000000.0,158000000.0,56700000.0,56700000.0
Inventory,132700000.0,132700000.0,106900000.0,106900000.0
Deferred Long Term Asset Charges,,,33600000.0,33600000.0
