,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Intangible Assets,251100000.0,251100000.0,232100000.0,232100000.0
Total Liab,270000000.0,270000000.0,273500000.0,273500000.0
Total Stockholder Equity,1047600000.0,1047600000.0,1003400000.0,1003400000.0
Other Current Liab,82400000.0,82400000.0,106900000.0,106900000.0
Total Assets,1317600000.0,1317600000.0,1276900000.0,1276900000.0
Common Stock,790300000.0,790300000.0,779800000.0,779800000.0
Other Current Assets,22600000.0,22600000.0,4900000.0,4900000.0
Retained Earnings,301600000.0,301600000.0,261200000.0,261200000.0
Other Liab,70000000.0,70000000.0,80900000.0,80900000.0
Good Will,635900000.0,635900000.0,652900000.0,652900000.0
Treasury Stock,-44300000.0,-44300000.0,-37600000.0,-37600000.0
Other Assets,18700000.0,18700000.0,12600000.0,12600000.0
Cash,251400000.0,251400000.0,223700000.0,223700000.0
Total Current Liabilities,169600000.0,169600000.0,157200000.0,157200000.0
Deferred Long Term Asset Charges,13400000.0,13400000.0,10400000.0,10400000.0
Other Stockholder Equity,-21700000.0,-21700000.0,-5500000.0,-5500000.0
Property Plant Equipment,70600000.0,70600000.0,70000000.0,70000000.0
Total Current Assets,341300000.0,341300000.0,309300000.0,309300000.0
Net Tangible Assets,160600000.0,160600000.0,118400000.0,118400000.0
Net Receivables,67300000.0,67300000.0,66600000.0,66600000.0
Accounts Payable,55500000.0,55500000.0,19900000.0,19900000.0
Short Term Investments,,,1600000.0,1600000.0
