,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,80000000.0,80000000.0,78900000.0,78900000.0
Total Liab,554100000.0,554100000.0,408600000.0,408600000.0
Total Stockholder Equity,1520900000.0,1520900000.0,1223100000.0,1223100000.0
Other Current Liab,256200000.0,256200000.0,69600000.0,69600000.0
Total Assets,2075000000.0,2075000000.0,1631700000.0,1631700000.0
Common Stock,249100000.0,249100000.0,244800000.0,244800000.0
Other Current Assets,42900000.0,42900000.0,11500000.0,11500000.0
Retained Earnings,1029200000.0,1029200000.0,822700000.0,822700000.0
Other Liab,33900000.0,33900000.0,32500000.0,32500000.0
Treasury Stock,242600000.0,242600000.0,155600000.0,155600000.0
Other Assets,192900000.0,192900000.0,132700000.0,132700000.0
Cash,97300000.0,97300000.0,93200000.0,93200000.0
Total Current Liabilities,427500000.0,427500000.0,336100000.0,336100000.0
Deferred Long Term Asset Charges,81300000.0,81300000.0,66600000.0,66600000.0
Short Long Term Debt,500000.0,500000.0,45500000.0,45500000.0
Other Stockholder Equity,242600000.0,242600000.0,155600000.0,155600000.0
Property Plant Equipment,882100000.0,882100000.0,777000000.0,777000000.0
Total Current Assets,920000000.0,920000000.0,643100000.0,643100000.0
Net Tangible Assets,1440900000.0,1440900000.0,1144200000.0,1144200000.0
Short Term Investments,280300000.0,280300000.0,65100000.0,65100000.0
Net Receivables,228900000.0,228900000.0,239700000.0,239700000.0
Long Term Debt,63700000.0,63700000.0,20700000.0,20700000.0
Inventory,270600000.0,270600000.0,233600000.0,233600000.0
Accounts Payable,56700000.0,56700000.0,196700000.0,196700000.0
