,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Total Liab,907607000.0,907607000.0,900576000.0,900576000.0
Total Stockholder Equity,2687885000.0,2687885000.0,2185917000.0,2185917000.0
Other Current Liab,61323000.0,61323000.0,44759000.0,44759000.0
Total Assets,3595492000.0,3595492000.0,3086493000.0,3086493000.0
Common Stock,2531905000.0,2531905000.0,2150628000.0,2150628000.0
Other Current Assets,15659000.0,15659000.0,850000.0,850000.0
Retained Earnings,155980000.0,155980000.0,35289000.0,35289000.0
Cash,16605000.0,16605000.0,38425000.0,38425000.0
Total Current Liabilities,61566000.0,61566000.0,50602000.0,50602000.0
Short Long Term Debt,243000.0,243000.0,,
Property Plant Equipment,2219736000.0,2219736000.0,1852615000.0,1852615000.0
Total Current Assets,79509000.0,79509000.0,59597000.0,59597000.0
Long Term Investments,1296247000.0,1296247000.0,1174281000.0,1174281000.0
Net Tangible Assets,2687885000.0,2687885000.0,2185917000.0,2185917000.0
Net Receivables,47245000.0,47245000.0,20322000.0,20322000.0
Long Term Debt,846041000.0,846041000.0,849974000.0,849974000.0
